18	96
18	95
18	94
18	93
18	92
19	91
20	90
21	89
22	88
22	87
23	86
23	86
23	85
23	84
24	83
25	82
26	81
27	80
28	79
29	78
30	77
31	76
32	75
33	74
33	74
34	73
35	74
36	73
37	72
38	71
39	70
40	69
41	68
42	67
43	66
44	66
45	66
46	66
47	66
48	65
49	65
50	65
51	65
52	65
53	65
54	65
55	65
56	65
57	65
58	65
59	65
60	65
61	65
62	65
63	64
64	64
65	64
66	64
67	64
68	64
69	64
70	63
71	63
72	63
73	63
74	62
75	62
76	62
77	61
78	61
79	61
80	60
81	60
82	59
83	59
84	59
85	58
86	58
87	57
88	57
89	57
90	56
91	56
92	55
93	55
94	55
95	54
96	54
97	54
98	54
99	53
100	53
101	53
102	52
103	52
104	52
105	52
106	51
107	51
108	51
109	51
110	51
111	50
112	50
113	50
114	50
115	50
116	50
117	50
118	50
119	50
120	50
121	50
122	50
123	50
124	50
125	50
126	50
127	50
128	50
129	50
130	50
131	50
132	50
133	50
134	50
135	50
136	51
137	51
138	51
139	51
140	51
141	51
142	51
143	51
144	51
145	51
146	51
147	51
148	51
149	51
150	51
151	51
152	51
153	51
154	51
155	51
156	51
157	51
158	51
159	51
160	51
161	51
162	51
163	51
164	51
165	52
166	52
167	52
168	52
169	52
170	53
171	53
172	53
173	53
174	53
175	53
176	54
177	54
178	54
179	54
180	54
181	54
182	55
183	55
184	55
185	55
186	55
187	56
188	56
189	56
190	56
191	56
192	56
193	56
194	56
195	57
196	57
197	57
198	57
198	57
199	57
200	57
201	57
202	57
203	57
204	56
205	56
206	56
207	56
208	56
209	56
210	56
211	56
212	56
213	56
214	56
215	55
216	55
217	55
218	55
219	55
220	55
221	55
222	55
223	55
224	55
225	55
226	55
227	55
228	55
229	54
230	54
231	54
232	54
233	54
234	54
234	54
235	54
236	54
237	54
238	54
239	54
240	54
241	54
242	54
243	55
244	55
245	55
246	55
247	55
248	55
249	55
250	55
251	55
252	56
253	56
254	56
255	56
256	56
257	56
258	56
259	57
260	57
261	57
262	57
263	57
264	57
265	57
266	58
267	58
268	58
269	59
270	59
271	59
272	59
273	60
274	60
275	60
276	60
277	61
278	61
279	61
280	61
281	62
282	62
283	62
284	63
285	63
286	63
287	63
288	64
289	64
290	64
291	65
292	65
293	65
294	66
295	66
296	66
297	66
298	67
299	67
300	67
301	67
302	68
303	68
304	68
305	68
306	69
307	69
308	69
309	69
310	69
311	69
312	70
313	70
314	70
315	70
316	70
317	70
318	71
319	71
320	71
321	71
322	71
323	71
324	72
325	72
326	72
327	72
328	72
329	73
330	73
331	73
332	73
333	73
334	74
335	74
336	74
337	74
338	75
339	75
340	75
341	75
342	76
343	76
344	76
345	76
346	77
347	77
348	77
349	78
350	78
351	78
352	79
353	79
354	79
355	80
356	80
357	80
358	81
359	81
360	81
361	82
362	82
363	82
364	83
365	83
366	83
367	84
368	84
369	85
370	85
371	85
372	86
373	86
374	87
375	87
376	88
377	88
378	88
379	89
380	89
381	90
382	90
383	91
384	91
385	92
386	92
387	92
388	93
389	93
390	94
391	94
392	94
393	95
394	95
395	95
396	95
397	96
398	96
399	96
400	96
401	97
402	97
403	97
404	97
404	97
403	97
403	97
