22,27
23,27
24,27
25,27
26,27
27,27
28,26
29,26
30,26
31,26
32,26
33,26
34,25
35,25
36,25
37,25
38,25
39,25
40,25
41,24
42,24
43,24
44,24
45,24
46,24
47,23
48,23
49,23
50,23
51,23
52,23
53,23
54,23
55,23
56,22
57,22
58,22
59,22
60,22
61,22
62,22
63,22
64,22
65,22
66,22
67,22
68,22
69,22
70,22
71,22
72,23
73,23
74,23
75,23
76,23
77,23
78,23
79,23
80,23
81,23
82,23
83,23
84,23
85,23
86,22
87,22
88,22
89,22
90,22
91,22
92,23
93,23
94,23
95,23
96,24
97,24
98,25
99,25
100,26
101,26
102,26
103,27
104,27
105,28
106,28
107,28
108,29
109,29
110,29
111,29
112,30
113,30
114,30
115,31
116,31
117,31
118,31
119,32
120,32
121,32
122,33
123,34
124,34
125,35
126,35
127,35
128,35
129,36
130,36
131,37
132,37
133,38
134,38
135,38
136,38
137,39
138,39
139,40
140,40
141,41
142,42
143,42
144,43
145,44
146,44
147,44
148,45
149,45
150,46
151,46
152,46
153,47
154,47
155,48
156,48
157,49
158,50
159,50
160,51
161,52
162,53
163,54
164,54
165,55
166,56
167,57
168,57
169,58
170,59
171,60
171,61
172,62
173,63
174,64
175,65
176,66
177,67
178,68
179,69
180,70
181,71
182,72
183,73
184,74
185,75
186,76
187,77
188,77
189,78
190,79
191,80
192,81
193,81
194,82
195,83
196,84
197,84
198,85
199,86
200,87
201,87
202,87
203,88
204,88
205,89
206,89
207,89
208,90
209,90
210,91
211,91
212,91
213,92
214,92
215,93
216,93
217,94
218,94
219,95
220,96
221,96
222,96
223,97
224,98
225,98
226,98
227,98
228,99
229,99
230,99
