24,49
25,49
26,49
27,49
28,49
29,49
30,49
31,49
32,50
33,50
34,50
35,49
36,49
37,49
38,49
39,48
40,48
41,48
42,48
43,48
44,47
45,47
46,47
47,46
48,46
49,46
50,46
51,45
52,45
53,45
54,45
55,44
56,44
57,44
58,44
59,43
60,43
61,43
62,42
63,42
64,41
65,41
66,40
67,40
68,40
69,39
70,39
71,39
72,38
73,38
74,38
75,38
76,37
77,37
78,37
79,36
80,36
81,36
82,35
83,35
84,35
85,35
86,35
87,34
88,34
89,34
90,33
91,33
92,33
93,33
94,33
95,32
96,32
97,32
98,32
99,31
100,31
101,31
102,30
103,30
104,30
105,30
106,29
107,29
108,29
109,29
110,28
111,28
112,28
113,27
114,27
115,27
116,26
117,26
118,26
119,25
120,25
121,25
122,25
123,25
124,25
125,25
126,24
127,24
128,24
129,24
130,25
131,25
132,25
133,26
134,26
135,27
136,27
137,27
138,28
139,28
140,29
141,29
142,29
143,30
144,30
145,30
146,30
147,30
148,31
149,31
150,31
151,31
152,32
153,32
154,33
155,33
156,33
157,34
158,35
159,35
160,36
161,36
162,36
163,37
164,37
165,37
166,37
167,38
168,38
169,38
170,38
171,38
172,38
173,38
174,39
175,38
176,38
177,38
178,38
179,38
180,38
181,38
182,38
183,38
184,38
185,37
186,37
187,37
188,37
189,37
190,37
191,37
192,37
193,37
194,37
195,37
196,37
197,37
198,37
199,36
200,36
201,36
202,36
203,36
204,36
205,36
206,36
207,35
208,35
209,35
210,35
211,35
212,34
213,34
214,34
215,33
216,33
217,33
218,32
219,32
220,32
221,32
222,31
