635	95
634	95
633	94
632	94
631	93
630	93
629	93
628	92
627	92
626	91
625	91
624	91
623	90
622	90
621	89
620	88
619	88
618	87
617	87
616	86
615	86
614	86
613	85
612	85
611	85
610	85
609	85
608	84
607	84
606	84
605	84
604	84
603	84
602	84
601	84
599	84
598	85
597	85
596	85
595	85
594	85
593	85
592	85
591	85
590	86
589	86
588	86
587	86
586	86
585	86
584	87
583	87
582	87
581	87
580	87
579	88
578	89
577	89
576	89
575	90
574	91
573	91
572	92
571	92
570	93
569	93
568	93
567	94
566	94
565	94
564	94
563	95
562	95
561	95
560	96
559	96
558	96
557	97
556	97
555	97
554	97
553	97
552	98
551	98
550	98
549	98
548	98
547	98
546	98
545	98
544	98
543	98
542	98
541	98
540	98
539	99
538	99
537	99
536	99
535	99
534	99
533	99
532	99
531	100
530	100
529	100
528	100
527	100
526	100
525	100
524	100
523	100
522	101
521	101
520	101
519	101
518	101
517	102
516	102
515	102
514	102
513	102
512	103
511	103
510	103
509	103
508	103
507	103
506	103
505	103
504	104
503	104
502	104
501	104
500	104
499	104
498	104
497	104
496	104
495	104
494	104
493	104
492	104
491	104
490	104
489	104
488	104
487	104
486	104
485	104
484	104
483	104
482	104
481	104
480	104
479	104
478	104
477	104
476	103
475	103
474	103
473	103
472	103
471	103
470	102
469	102
468	102
467	102
466	102
465	102
464	101
463	101
462	101
461	101
460	101
459	101
458	101
457	100
456	100
455	100
454	100
453	100
452	100
451	99
450	99
449	99
448	99
447	98
446	98
445	97
444	97
443	96
442	96
441	96
440	95
439	95
438	94
437	94
436	94
435	94
434	93
433	93
432	93
431	92
430	92
429	92
428	91
427	91
426	90
425	89
424	88
423	87
422	86
421	85
420	84
419	83
418	83
417	82
416	81
415	81
414	80
413	80
412	79
411	79
410	79
409	78
408	78
407	77
406	76
405	76
404	75
403	75
402	74
401	74
400	74
399	73
398	73
397	72
396	72
395	71
394	71
393	71
392	71
391	71
390	70
389	70
388	70
387	70
386	69
385	69
384	69
383	69
382	68
381	68
380	68
379	68
378	68
377	68
376	68
375	68
374	68
373	68
372	68
371	68
370	68
369	68
368	68
367	68
366	68
365	68
364	68
363	68
362	68
361	68
360	68
359	68
358	68
357	67
356	67
355	67
354	67
353	67
352	67
351	67
350	66
349	66
348	66
347	66
346	66
345	66
344	66
343	66
342	66
341	66
340	65
339	65
338	65
337	65
336	65
335	65
334	65
333	65
332	64
331	64
330	64
329	64
328	64
327	64
326	64
325	64
324	64
323	64
322	64
321	64
320	64
319	64
318	64
317	64
316	64
315	64
314	64
313	64
312	64
311	64
310	64
309	64
308	64
307	64
306	64
305	65
304	65
303	65
302	65
302	66
301	65
300	65
299	65
298	65
297	65
296	65
295	65
294	64
293	64
292	64
291	64
290	64
289	64
288	63
287	63
286	63
285	63
284	63
283	63
282	62
281	62
280	62
279	62
278	62
276	61
275	61
274	61
273	61
272	60
271	60
270	60
269	60
268	60
267	60
266	60
265	60
264	60
263	59
262	59
261	59
260	59
259	58
258	58
257	58
256	58
255	58
254	58
253	58
252	58
251	58
250	58
249	58
248	58
247	57
246	57
245	57
244	57
243	57
242	57
241	57
240	57
239	57
238	57
237	57
236	57
235	57
234	57
233	57
232	57
231	57
230	57
229	57
228	57
227	57
226	57
225	57
224	57
223	57
222	57
221	57
220	57
219	57
218	57
217	57
216	57
215	57
214	57
213	57
212	56
211	56
210	56
209	56
208	56
207	55
206	55
205	55
204	55
203	55
202	55
201	55
200	54
199	54
198	54
197	54
196	54
195	53
194	53
193	53
192	53
191	53
190	53
189	53
188	53
187	53
185	53
184	53
183	53
182	53
181	53
180	53
179	53
178	53
177	53
176	54
175	54
174	54
173	54
172	54
171	55
170	55
169	55
168	55
167	55
166	55
165	55
164	55
163	55
162	55
161	55
160	55
159	55
158	55
157	55
156	55
155	55
154	55
153	55
152	55
151	55
150	55
149	55
148	55
147	55
146	55
145	56
144	56
143	56
142	56
141	56
140	56
139	56
138	56
137	56
136	57
135	57
134	57
133	57
132	57
131	57
130	57
129	57
128	57
127	57
126	57
125	57
124	57
123	57
122	58
121	58
120	59
119	59
118	59
117	59
116	59
115	59
114	59
113	59
112	59
111	59
110	59
109	59
108	59
107	59
106	59
105	59
104	59
103	59
102	59
101	60
100	60
99	60
98	60
97	61
96	61
95	61
94	61
93	62
92	62
91	62
90	63
89	63
88	64
87	64
86	64
85	65
84	66
83	66
82	66
81	66
80	66
79	67
78	68
77	69
76	69
75	70
73	72
72	73
71	74
71	75
70	76
70	77
69	78
69	79
68	80
67	80
66	81
66	82
65	82
64	83
64	84
63	84
62	85
62	86
61	86
60	87
59	87
59	88
58	88
57	89
56	89
56	90
55	90
54	91
53	91
53	92
52	93
51	93
51	94
50	94
49	95
49	96
48	96
47	97
46	97
45	98
44	99
43	99
42	100
41	101
40	101
39	102
39	103
38	103
37	103
36	103
35	104
34	104
33	104
32	104
32	105
31	105
30	105
29	105
28	105
27	105
26	105
25	105
24	105
24	106
23	106
22	106
21	106
20	106
19	106
18	106
17	106
16	106
15	106
14	106
12	107
11	107
10	107
9	107
